se_model_id,se_model_name,adaptation_type,immediate_ancestor,ancestor_rel_type_raw,max_lineage_length,base_model,se_task_id,se_task,se_activity_id,se_activity
Kwaipilot/KwaiCoder-DS-V2-Lite-Base,KwaiCoder-DS-V2-Lite-Base,Fine-tuned,deepseek-ai/DeepSeek-Coder-V2-Lite-Base,IS_FINETUNED_FROM,2,deepseek-ai/DeepSeek-V2,code completion,code completion,software implementation,software implementation
L33tcode/llama-3-8b-CEH-gguf,llama-3-8b-CEH-gguf,Fine-tuned,dphn/dolphin-2.9-llama3-8b,IS_FINETUNED_FROM,2,meta-llama/Meta-Llama-3-8B,cybersecurity; security testing,cybersecurity; security testing,software quality assurance,software quality assurance
L33tcode/llama-3-8b-CEH-hf,llama-3-8b-CEH-hf,Fine-tuned,dphn/dolphin-2.9-llama3-8b,IS_FINETUNED_FROM,2,meta-llama/Meta-Llama-3-8B,cybersecurity; security testing,cybersecurity; security testing,software quality assurance,software quality assurance
LDES777/ft_2_qwen_merged,ft_2_qwen_merged,Fine-tuned,Qwen/Qwen2.5-Coder-7B,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-7B,coding; code generation,coding; code generation,software implementation,software implementation
LH-Tech-AI/Apex-1.5-Coder-Instruct-350M,Apex-1.5-Coder-Instruct-350M,Quantized,LH-Tech-AI/Apex-1.5-Instruct-350M,IS_QUANTIZED_FROM,2,LH-Tech-AI/Apex-1-Instruct-350M,coding,coding,software implementation,software implementation
LeviDeHaan/SecInt-SmolLM2-360M-nginx,SecInt-SmolLM2-360M-nginx,Adapter,HuggingFaceTB/SmolLM2-360M-Instruct,IS_ADAPTER_OF,2,HuggingFaceTB/SmolLM2-360M,logging,logging,software maintenance,software maintenance
LimYeri/CodeMind-Gemma-7B-QLoRA-4bit,CodeMind-Gemma-7B-QLoRA-4bit,Fine-tuned,google/gemma-7b-it,IS_FINETUNED_FROM,2,google/gemma-7b,coding,coding,software implementation,software implementation
LiteLLMs/Phi-3-mini-128k-instruct-GGUF,Phi-3-mini-128k-instruct-GGUF,Quantized,microsoft/Phi-3-mini-128k-instruct,IS_QUANTIZED_FROM,2,microsoft/Phi-3.5-vision-instruct,coding,coding,software implementation,software implementation
Locutusque/Hercules-5.0-Qwen2-7B,Hercules-5.0-Qwen2-7B,Fine-tuned,Qwen/Qwen2.5-7B-Instruct,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-7B,code generation,code generation,software implementation,software implementation
Locutusque/Llama-3-Hercules-5.0-8B,Llama-3-Hercules-5.0-8B,Fine-tuned,meta-llama/Llama-3.1-8B-Instruct,IS_FINETUNED_FROM,2,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
LoganResearch/ARC-Base-8B,ARC-Base-8B,Fine-tuned,NousResearch/Hermes-3-Llama-3.1-8B,IS_FINETUNED_FROM,2,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
LoneStriker/Mistral-7B-Instruct-v0.2-3.0bpw-h6-exl2-2,Mistral-7B-Instruct-v0.2-3.0bpw-h6-exl2-2,Fine-tuned,mistralai/Mistral-7B-Instruct-v0.1,IS_FINETUNED_FROM,2,mistralai/Mistral-7B-v0.1,code generation,code generation,software implementation,software implementation
Loom-Labs/Daedalus-1-8B,Daedalus-1-8B,Fine-tuned,ByteDance-Seed/Seed-Coder-8B-Reasoning,IS_FINETUNED_FROM,2,ByteDance-Seed/Seed-Coder-8B-Base,code generation,code generation,software implementation,software implementation
LoupGarou/deepseek-coder-33b-instruct-pythagora-gguf,deepseek-coder-33b-instruct-pythagora-gguf,Fine-tuned,deepseek-ai/deepseek-coder-33b-instruct,IS_FINETUNED_FROM,2,deepseek-ai/deepseek-coder-33b-base,code generation; code completion; code review,code generation; code completion; code review,software implementation; software maintenance,software implementation; software maintenance
LoupGarou/deepseek-coder-6.7b-instruct-pythagora-gguf,deepseek-coder-6.7b-instruct-pythagora-gguf,Fine-tuned,deepseek-ai/deepseek-coder-6.7b-instruct,IS_FINETUNED_FROM,2,deepseek-ai/deepseek-coder-6.7b-base,code generation; code completion; code review,code generation; code completion; code review,software implementation; software maintenance,software implementation; software maintenance
LovelyBuggies/2xQwen2.5-Coder-3B-Cyclops-Aux,2xQwen2.5-Coder-3B-Cyclops-Aux,Fine-tuned,Qwen/Qwen2.5-Coder-3B,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-3B,coding; code generation,coding; code generation,software implementation,software implementation
LovelyBuggies/2xQwen2.5-Coder-3B-Ettin-Aux,2xQwen2.5-Coder-3B-Ettin-Aux,Fine-tuned,Qwen/Qwen2.5-Coder-3B,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-3B,coding; code generation,coding; code generation,software implementation,software implementation
LovelyBuggies/2xQwen2.5-Coder-3B-Ettin-Main,2xQwen2.5-Coder-3B-Ettin-Main,Fine-tuned,Qwen/Qwen2.5-Coder-3B,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-3B,coding; code generation,coding; code generation,software implementation,software implementation
LsTam/Mistral-7B-Instruct-v0.1-8bit,Mistral-7B-Instruct-v0.1-8bit,Quantized,mistralai/Mistral-7B-Instruct-v0.1,IS_QUANTIZED_FROM,2,mistralai/Mistral-7B-v0.1,code generation,code generation,software implementation,software implementation
Lumia101/c4ai-command-r7b-12-2024-bnb-4bit,c4ai-command-r7b-12-2024-bnb-4bit,Quantized,CohereLabs/c4ai-command-r7b-12-2024,IS_QUANTIZED_FROM,2,CohereLabs/c4ai-command-r7b-arabic-02-2025,code translation,code translation,software implementation,software implementation
M4-ai/tau-0.5B-instruct,tau-0.5B-instruct,Fine-tuned,M4-ai/tau-0.5B,IS_FINETUNED_FROM,2,Qwen/Qwen1.5-0.5B,code understanding,code understanding,software implementation,software implementation
M4-ai/tau-0.5B-instruct-DPOP,tau-0.5B-instruct-DPOP,Fine-tuned,M4-ai/tau-0.5B,IS_FINETUNED_FROM,2,Qwen/Qwen1.5-0.5B,code understanding,code understanding,software implementation,software implementation
MAISAAI/gemma-2b-coder,gemma-2b-coder,Fine-tuned,google/gemma-2b,IS_FINETUNED_FROM,2,google/gemma-7b,coding,coding,software implementation,software implementation
MCES10/code-gen-gemma-2-2b-it,code-gen-gemma-2-2b-it,Adapter,google/gemma-2-2b-it,IS_ADAPTER_OF,2,google/gemma-2-2b,code generation,code generation,software implementation,software implementation
MaLA-LM/emma-500-llama2-7b,emma-500-llama2-7b,Fine-tuned,meta-llama/Llama-2-7b-hf,IS_FINETUNED_FROM,2,meta-llama/Llama-2-7b,code generation,code generation,software implementation,software implementation
Magic-Decensored/Apriel-1.6-15b-Thinker-Magic_beta-decensored-GGUF,Apriel-1.6-15b-Thinker-Magic_beta-decensored-GGUF,Quantized,MagicalAlchemist/Apriel-1.6-15b-Thinker,IS_QUANTIZED_FROM,2,ServiceNow-AI/Apriel-1.5-15b-Thinker,design pattern,design pattern,software design,software design
ManiPolipogu/Mani_Salesforce-codegen-2B-mono,Mani_Salesforce-codegen-2B-mono,Fine-tuned,Salesforce/codegen-2B-multi,IS_FINETUNED_FROM,2,Salesforce/codegen-2B-nl,code generation; program synthesis,code generation; program synthesis,software implementation,software implementation
ManuelZnnmc/Arch-Router-1.5B,Arch-Router-1.5B,Fine-tuned,Qwen/Qwen2.5-1.5B-Instruct,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-1.5B,code generation,code generation,software implementation,software implementation
Marsouuu/MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,Fine-tuned,mistralai/Mistral-7B-v0.3,IS_FINETUNED_FROM,2,mistral-community/Mistral-7B-v0.2,code completion; debugging,code completion; debugging,software implementation; software maintenance,software implementation; software maintenance
Matrix-Corp/Zenith-7b-V1,Zenith-7b-V1,Fine-tuned,Qwen/Qwen2.5-Coder-7B,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-7B,code generation,code generation,software implementation,software implementation
MaziyarPanahi/Mistral-7B-Instruct-v0.1-AWQ,Mistral-7B-Instruct-v0.1-AWQ,Quantized,mistralai/Mistral-7B-Instruct-v0.1,IS_QUANTIZED_FROM,2,mistralai/Mistral-7B-v0.1,code generation,code generation,software implementation,software implementation
MaziyarPanahi/Mistral-7B-Instruct-v0.1-GGUF,Mistral-7B-Instruct-v0.1-GGUF,Quantized,mistralai/Mistral-7B-Instruct-v0.1,IS_QUANTIZED_FROM,2,mistralai/Mistral-7B-v0.1,code generation,code generation,software implementation,software implementation
MaziyarPanahi/Mistral-7B-Instruct-v0.2-AWQ,Mistral-7B-Instruct-v0.2-AWQ,Quantized,mistralai/Mistral-7B-Instruct-v0.2,IS_QUANTIZED_FROM,2,mistral-community/Mistral-7B-v0.2,code generation,code generation,software implementation,software implementation
MaziyarPanahi/Mistral-7B-Instruct-v0.2-GPTQ,Mistral-7B-Instruct-v0.2-GPTQ,Fine-tuned,mistralai/Mistral-7B-Instruct-v0.2,IS_FINETUNED_FROM,2,mistral-community/Mistral-7B-v0.2,code generation,code generation,software implementation,software implementation
MaziyarPanahi/Mistral-7B-v0.2-GGUF,Mistral-7B-v0.2-GGUF,Quantized,MaziyarPanahi/Mistral-7B-v0.2,IS_QUANTIZED_FROM,2,mistralai/Mistral-7B-v0.1,code generation,code generation,software implementation,software implementation
MaziyarPanahi/OpenCodeInterpreter-DS-6.7B-GGUF,OpenCodeInterpreter-DS-6.7B-GGUF,Quantized,m-a-p/OpenCodeInterpreter-DS-6.7B,IS_QUANTIZED_FROM,2,deepseek-ai/deepseek-coder-6.7b-base,code generation,code generation,software implementation,software implementation
MaziyarPanahi/calme-2.1-llama3.1-70b,calme-2.1-llama3.1-70b,Fine-tuned,meta-llama/Llama-3.1-70B-Instruct,IS_FINETUNED_FROM,2,meta-llama/Llama-3.1-70B,code generation,code generation,software implementation,software implementation
MaziyarPanahi/calme-2.1-qwen2-72b,calme-2.1-qwen2-72b,Fine-tuned,Qwen/Qwen2-72B-Instruct,IS_FINETUNED_FROM,2,Qwen/Qwen2-72B,code generation,code generation,software implementation,software implementation
MaziyarPanahi/calme-2.2-llama3.1-70b,calme-2.2-llama3.1-70b,Fine-tuned,meta-llama/Llama-3.1-70B-Instruct,IS_FINETUNED_FROM,2,meta-llama/Llama-3.1-70B,code generation,code generation,software implementation,software implementation
MaziyarPanahi/japanese-stablelm-base-gamma-7b-Mistral-7B-Instruct-v0.1,japanese-stablelm-base-gamma-7b-Mistral-7B-Instruct-v0.1,Merge,mistralai/Mistral-7B-Instruct-v0.1,IS_MERGE_OF,2,mistralai/Mistral-7B-v0.1,code generation,code generation,software implementation,software implementation
MertML/CodeLlama-7b-text2sql,CodeLlama-7b-text2sql,Fine-tuned,meta-llama/Llama-2-7b-hf,IS_FINETUNED_FROM,2,meta-llama/Llama-2-7b,code generation; code completion,code generation; code completion,software implementation,software implementation
MikeKuykendall/gpt-oss-20b-moe-cpu-offload-gguf,gpt-oss-20b-moe-cpu-offload-gguf,Fine-tuned,openai/gpt-oss-20b,IS_FINETUNED_FROM,2,openai/gpt-oss-120b,code generation,code generation,software implementation,software implementation
MoxStone/SmaliLLM-Gemma3-1B-it-Finetuned,SmaliLLM-Gemma3-1B-it-Finetuned,Fine-tuned,google/gemma-3-1b-it,IS_FINETUNED_FROM,2,google/gemma-3-1b-pt,vulnerability detection; static analysis,vulnerability detection; static analysis,software quality assurance,software quality assurance
MoxStone/SmaliLLM-Gemma3-4B-it-Finetuned,SmaliLLM-Gemma3-4B-it-Finetuned,Fine-tuned,google/gemma-3-4b-it,IS_FINETUNED_FROM,2,google/gemma-3-4b-pt,vulnerability detection; static analysis,vulnerability detection; static analysis,software quality assurance,software quality assurance
MoxStone/SmaliLLM-Qwen2.5-Coder-0.5B-Finetuned,SmaliLLM-Qwen2.5-Coder-0.5B-Finetuned,Fine-tuned,Qwen/Qwen2.5-Coder-0.5B,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-0.5B,vulnerability detection; static analysis,vulnerability detection; static analysis,software quality assurance,software quality assurance
Mr-Vicky-01/Gemma-2B-Finetuined-pythonCode,Gemma-2B-Finetuined-pythonCode,Fine-tuned,google/gemma-2b,IS_FINETUNED_FROM,2,google/gemma-7b,code understanding; code completion,code understanding; code completion,software implementation,software implementation
MuXodious/GLM-4.7-Flash-REAP-23B-A3B-absolute-heresy,GLM-4.7-Flash-REAP-23B-A3B-absolute-heresy,Fine-tuned,cerebras/GLM-4.7-Flash-REAP-23B-A3B,IS_FINETUNED_FROM,2,zai-org/GLM-4.7-Flash,code generation,code generation,software implementation,software implementation
MuXodious/Nanbeige4.1-3B-PaperWitch-heresy,Nanbeige4.1-3B-PaperWitch-heresy,Fine-tuned,Nanbeige/Nanbeige4.1-3B,IS_FINETUNED_FROM,2,Nanbeige/Nanbeige4-3B-Base,code generation,code generation,software implementation,software implementation
Multi-Domain-Expert-Learning/meow-1b,meow-1b,Merge,Multi-Domain-Expert-Learning/expert-pubmed_central; Multi-Domain-Expert-Learning/expert-freelaw; Multi-Domain-Expert-Learning/expert-github; vwxyzjn/EleutherAI_pythia-1b-deduped__sft__tldr; Multi-Domain-Expert-Learning/expert-uspto; Multi-Domain-Expert-Learning/expert-arxiv,IS_MERGE_OF,2,EleutherAI/pythia-1b-deduped; vwxyzjn/EleutherAI_pythia-1b-deduped__sft__tldr,code generation,code generation,software implementation,software implementation
Mungert/OpenReasoning-Nemotron-32B-GGUF,OpenReasoning-Nemotron-32B-GGUF,Quantized,Qwen/Qwen2.5-32B-Instruct,IS_QUANTIZED_FROM,2,Qwen/Qwen2.5-32B,coding; code generation,coding; code generation,software implementation,software implementation
Mungert/Phi-4-mini-instruct.gguf,Phi-4-mini-instruct.gguf,Quantized,microsoft/Phi-4-mini-instruct,IS_QUANTIZED_FROM,2,milandean/Phi-3.5-mini,code generation,code generation,software implementation,software implementation
Mungert/VibeThinker-1.5B-GGUF,VibeThinker-1.5B-GGUF,Quantized,Qwen/Qwen2.5-Math-1.5B,IS_QUANTIZED_FROM,2,Qwen/Qwen2.5-1.5B,coding; code generation,coding; code generation,software implementation,software implementation
Mungert/mxbai-rerank-large-v2-GGUF,mxbai-rerank-large-v2-GGUF,Merge,mixedbread-ai/mxbai-rerank-base-v2,IS_MERGE_OF,2,mixedbread-ai/mxbai-rerank-base-v1,code search,code search,software implementation,software implementation
NTQAI/chatntq-ja-7b-v1.0,chatntq-ja-7b-v1.0,Fine-tuned,stabilityai/japanese-stablelm-base-gamma-7b,IS_FINETUNED_FROM,2,mistralai/Mistral-7B-v0.1,code generation,code generation,software implementation,software implementation
NVFP4/Qwen3-0.6B-FP4,Qwen3-0.6B-FP4,Quantized,Qwen/Qwen3-0.6B,IS_QUANTIZED_FROM,2,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
Nbeau/grammarBERT,grammarBERT,Fine-tuned,microsoft/codebert-base,IS_FINETUNED_FROM,2,FacebookAI/roberta-base,code generation,code generation,software implementation,software implementation
Neo111x/Falcon3-3B-Instruct-RL-CODE-RL,Falcon3-3B-Instruct-RL-CODE-RL,Fine-tuned,tiiuae/Falcon3-3B-Instruct-1.58bit,IS_FINETUNED_FROM,2,tiiuae/Falcon3-3B-Instruct,program repair; software quality,program repair; software quality,software quality assurance; software maintenance,software quality assurance; software maintenance
Nondzu/Mistral-7B-codealpaca-lora,Mistral-7B-codealpaca-lora,Fine-tuned,mistralai/Mistral-7B-Instruct-v0.1,IS_FINETUNED_FROM,2,mistralai/Mistral-7B-v0.1,coding,coding,software implementation,software implementation
Novaciano/L3.2-1B_Uncensored_ShortStories-Q5_K_M-GGUF,L3.2-1B_Uncensored_ShortStories-Q5_K_M-GGUF,Quantized,carsenk/llama3.2_1b_2025_uncensored_v2,IS_QUANTIZED_FROM,2,meta-llama/Llama-3.2-1B,code generation,code generation,software implementation,software implementation
OSS-forge/DeepSeek-Coder-1.3B-cleaned,DeepSeek-Coder-1.3B-cleaned,Fine-tuned,deepseek-ai/deepseek-coder-1.3b-instruct,IS_FINETUNED_FROM,2,deepseek-ai/deepseek-coder-1.3b-base,code generation,code generation,software implementation,software implementation
Oluwaferanmiii/codet5p-220m-pytest-edge-generator,codet5p-220m-pytest-edge-generator,Fine-tuned,Salesforce/codet5p-220m,IS_FINETUNED_FROM,2,Salesforce/codet5p-110m-embedding,test generation,test generation,software quality assurance,software quality assurance
Oluwaferanmiii/codet5p-220m-pytest-generator,codet5p-220m-pytest-generator,Fine-tuned,Salesforce/codet5p-220m,IS_FINETUNED_FROM,2,Salesforce/codet5p-110m-embedding,test generation,test generation,software quality assurance,software quality assurance
Omid-sar/fine-tuning-llama2-7b-code-generation-ludwig,fine-tuning-llama2-7b-code-generation-ludwig,Adapter,meta-llama/Llama-2-7b-hf,IS_ADAPTER_OF,2,meta-llama/Llama-2-7b,code generation,code generation,software implementation,software implementation
OpenGenerativeAI/Bifrost-14B,Bifrost-14B,Fine-tuned,OpenGenerativeAI/Bifrost,IS_FINETUNED_FROM,2,microsoft/phi-4,coding; code generation,coding; code generation,software implementation,software implementation
OpenGenerativeAI/Bifrost-27B,Bifrost-27B,Fine-tuned,google/gemma-3-27b-it,IS_FINETUNED_FROM,2,google/gemma-3-27b-pt,coding; code generation; quality assurance,coding; code generation; quality assurance,software implementation; software quality assurance,software implementation; software quality assurance
OpenNMT/codet5p-770m-ct2-int8,codet5p-770m-ct2-int8,Quantized,Salesforce/codet5p-770m,IS_QUANTIZED_FROM,2,Salesforce/codet5-base,code understanding; code generation; code completion,code understanding; code generation; code completion,software implementation,software implementation
OpenTrouter/Troviku-1.1,Troviku-1.1,Fine-tuned,meta-llama/Llama-2-7b-hf,IS_FINETUNED_FROM,2,meta-llama/Llama-2-7b,code understanding; code generation; code translation,code understanding; code generation; code translation,software implementation,software implementation
OrionLLM/GRM-1.5b,GRM-1.5b,Fine-tuned,Qwen/Qwen2.5-1.5B-Instruct,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-1.5B,coding,coding,software implementation,software implementation
OrionLLM/GRM-7b,GRM-7b,Fine-tuned,Qwen/Qwen2.5-7B-Instruct,IS_FINETUNED_FROM,2,Qwen/Qwen2.5-7B,coding,coding,software implementation,software implementation
OrionLLM/NanoCoder-0.6b,NanoCoder-0.6b,Fine-tuned,Qwen/Qwen3-0.6B,IS_FINETUNED_FROM,2,Qwen/Qwen3-0.6B-Base,coding,coding,software implementation,software implementation
OsamaBinLikhon/NextStep-Coder-MoE,NextStep-Coder-MoE,Adapter,distilbert/distilgpt2,IS_ADAPTER_OF,2,openai-community/gpt2,code generation,code generation,software implementation,software implementation
OvertureMMXXI/MHRC-Qwen2.5-Coder-7b-base,MHRC-Qwen2.5-Coder-7b-base,Adapter,Qwen/Qwen2.5-Coder-7B,IS_ADAPTER_OF,2,Qwen/Qwen2.5-7B,coding; code completion,coding; code completion,software implementation,software implementation
PKSGIN/qwen3-30b-selective-quant-mlx,qwen3-30b-selective-quant-mlx,Quantized,Qwen/Qwen3-30B-A3B,IS_QUANTIZED_FROM,2,Qwen/Qwen3-30B-A3B-Base,code review,code review,software maintenance,software maintenance
Pasta009/IF-CL-13B,IF-CL-13B,Fine-tuned,TheBloke/CodeLlama-13B-Instruct-GGUF,IS_FINETUNED_FROM,2,codellama/CodeLlama-13b-Instruct-hf,coding; code generation,coding; code generation,software implementation,software implementation
Pasta009/IF-CLP-13B,IF-CLP-13B,Fine-tuned,TheBloke/CodeLlama-13B-Python-GGUF,IS_FINETUNED_FROM,2,codellama/CodeLlama-13b-Python-hf,coding; code generation,coding; code generation,software implementation,software implementation
PedroPareja/Qwen3-42B-A3B-2507-Thinking-Abliterated-uncensored-TOTAL-RECALL-v2-Medium-MC-5bpw-h6-exl3,Qwen3-42B-A3B-2507-Thinking-Abliterated-uncensored-TOTAL-RECALL-v2-Medium-MC-5bpw-h6-exl3,Quantized,huihui-ai/Huihui-Qwen3-30B-A3B-Thinking-2507-abliterated,IS_QUANTIZED_FROM,2,Qwen/Qwen3-30B-A3B-Thinking-2507,coding; code generation,coding; code generation,software implementation,software implementation
Phind/Phind-70B,Phind-70B,Fine-tuned,meta-llama/Llama-3.3-70B-Instruct,IS_FINETUNED_FROM,2,meta-llama/Llama-3.1-70B,code generation,code generation,software implementation,software implementation
Phind/Phind-CodeLlama-34B-Python-v1,Phind-CodeLlama-34B-Python-v1,Fine-tuned,TheBloke/CodeLlama-34B-Python-GGUF,IS_FINETUNED_FROM,2,codellama/CodeLlama-34b-Python-hf,code completion,code completion,software implementation,software implementation
Phind/Phind-CodeLlama-34B-v2,Phind-CodeLlama-34B-v2,Fine-tuned,Phind/Phind-CodeLlama-34B-v1,IS_FINETUNED_FROM,2,codellama/CodeLlama-34b-Instruct-hf,code completion,code completion,software implementation,software implementation
Pinkstack/Fijik1.5-2.6b-a380m-GGUF,Fijik1.5-2.6b-a380m-GGUF,Quantized,Pinkstack/Fijik1.5-2.6b-a380m,IS_QUANTIZED_FROM,2,Pinkstack/Fijik1.5-2.6b-a380m-base,coding; code generation,coding; code generation,software implementation,software implementation
